time (s),acc (m/s2)
26.59,-0.05978
26.595,-0.10094
26.6,-0.14112
26.605,-0.18228
26.61,-0.18032
26.615,-0.17836
26.62,-0.17738
26.625,-0.09996
26.63,-0.02254
26.635,0.05488
26.64,0.1323
26.645,0.20972
26.65,0.28714
26.655,0.2842
26.66,0.28028
26.665,0.27734
26.67,0.19992
26.675,0.1225
26.68,0.04508
26.685,-0.03234
26.69,-0.10976
26.695,-0.0637
26.7,-0.01764
26.705,0.02842
26.71,0.11368
26.715,0.19796
26.72,0.28224
26.725,0.22442
26.73,0.16758
26.735,0.10976
26.74,0.03626
26.745,-0.03626
26.75,-0.10976
26.755,-0.07154
26.76,-0.03332
26.765,0.0049
26.77,0.05782
26.775,0.10976
26.78,0.16268
26.785,0.1176
26.79,0.0735
26.795,0.02842
26.8,-0.01568
26.805,-0.06076
26.81,-0.10486
26.815,-0.049
26.82,0.00686
26.825,0.0637
26.83,0.11956
26.835,0.12936
26.84,0.13916
26.845,0.14798
26.85,0.07252
26.855,-0.00294
26.86,-0.07938
26.865,-0.15484
26.87,-0.2303
26.875,-0.30674
26.88,-0.29008
26.885,-0.2744
26.89,-0.25872
26.895,-0.20188
26.9,-0.14504
26.905,-0.0882
26.91,-0.03234
26.915,0.0245
26.92,0.08134
26.925,0.08036
26.93,0.07938
26.935,0.07938
26.94,0.0784
26.945,0.07742
26.95,0.07644
26.955,0.08036
26.96,0.0833
26.965,0.08722
26.97,0.09114
26.975,0.0784
26.98,0.06566
26.985,0.05292
26.99,0.04116
26.995,0.02842
27,0.01568
27.005,0.00294
27.01,-0.0098
27.015,-0.01764
27.02,-0.02548
27.025,-0.03332
27.03,-0.06076
27.035,-0.0882
27.04,-0.11564
27.045,-0.14308
27.05,-0.11662
27.055,-0.08918
27.06,-0.06174
27.065,-0.0343
27.07,-0.00686
27.075,0.02058
27.08,0.04802
27.085,0.00392
27.09,-0.0392
27.095,-0.0833
27.1,-0.1274
27.105,-0.17052
27.11,-0.21462
27.115,-0.25872
27.12,-0.22344
27.125,-0.18914
27.13,-0.15484
27.135,-0.12054
27.14,-0.08526
27.145,-0.05096
27.15,-0.01666
27.155,0.01764
27.16,0.05292
27.165,0.01078
27.17,-0.03038
27.175,-0.07154
27.18,-0.13622
27.185,-0.2009
27.19,-0.26558
27.195,-0.33026
27.2,-0.30282
27.205,-0.27636
27.21,-0.24892
27.215,-0.14798
27.22,-0.04802
27.225,0.05292
27.23,0.04116
27.235,0.02842
27.24,0.01666
27.245,0.0049
27.25,-0.03234
27.255,-0.0686
27.26,-0.10486
27.265,-0.03528
27.27,0.03528
27.275,0.10486
27.28,0.23618
27.285,0.36652
27.29,0.49784
27.295,0.50764
27.3,0.51646
27.305,0.4165
27.31,0.31556
27.315,0.2156
27.32,0.11466
27.325,0.0147
27.33,-0.08624
27.335,-0.04312
27.34,0
27.345,0.04312
27.35,0.10976
27.355,0.17738
27.36,0.24402
27.365,0.16268
27.37,0.08134
27.375,0
27.38,-0.1274
27.385,-0.2548
27.39,-0.38318
27.395,-0.37142
27.4,-0.36064
27.405,-0.34888
27.41,-0.24892
27.415,-0.14798
27.42,-0.04802
27.425,0.05292
27.43,0.0539
27.435,0.05488
27.44,0.05586
27.445,0.05782
27.45,0.0539
27.455,0.05096
27.46,0.04704
27.465,0.0441
27.47,0.04018
27.475,0.03724
27.48,0.03332
27.485,0.02842
27.49,0.02352
27.495,0.0196
27.5,0.0147
27.505,-0.03822
27.51,-0.09114
27.515,-0.14308
27.52,-0.196
27.525,-0.24892
27.53,-0.19306
27.535,-0.1372
27.54,-0.08134
27.545,0.0196
27.55,0.11956
27.555,0.2205
27.56,0.1911
27.565,0.16268
27.57,0.13426
27.575,0.04508
27.58,-0.04312
27.585,-0.13132
27.59,-0.2205
27.595,-0.23324
27.6,-0.24598
27.605,-0.25872
27.61,-0.19404
27.615,-0.13034
27.62,-0.06566
27.625,-0.00196
27.63,0.06174
27.635,0.06076
27.64,0.0588
27.645,0.05782
27.65,0.05586
27.655,0.0539
27.66,0.05292
27.665,0.03234
27.67,0.01176
27.675,-0.00882
27.68,-0.02842
27.685,-0.00392
27.69,0.02058
27.695,0.04606
27.7,0.07056
27.705,0.09604
27.71,0.05488
27.715,0.0147
27.72,-0.02646
27.725,-0.06664
27.73,-0.10878
27.735,-0.14994
27.74,-0.1911
27.745,-0.13034
27.75,-0.06958
27.755,-0.00882
27.76,0.05292
27.765,0.09016
27.77,0.12642
27.775,0.16366
27.78,0.2009
27.785,0.15876
27.79,0.11564
27.795,0.0735
27.8,0.03136
27.805,-0.01176
27.81,-0.0539
27.815,-0.09604
27.82,-0.13916
27.825,-0.05194
27.83,0.03528
27.835,0.1225
27.84,0.20972
27.845,0.29694
27.85,0.29792
27.855,0.29988
27.86,0.30184
27.865,0.25872
27.87,0.2156
27.875,0.17248
27.88,0.12936
27.885,0.08624
27.89,0.04312
27.895,0
27.9,-0.04312
27.905,-0.0539
27.91,-0.0637
27.915,-0.07448
27.92,-0.08526
27.925,-0.09604
27.93,-0.07742
27.935,-0.0588
27.94,-0.04018
27.945,-0.02156
27.95,-0.00294
27.955,0.01568
27.96,0.0343
27.965,0.05292
27.97,0.02352
27.975,-0.0196
27.98,-0.04214
27.985,-0.06468
27.99,-0.0882
27.995,-0.11074
28,-0.13426
28.005,-0.09212
28.01,-0.04998
28.015,-0.00882
28.02,0.03332
28.025,0.05782
28.03,0.08134
28.035,0.10486
28.04,0.12936
28.045,0.15288
28.05,0.1372
28.055,0.12054
28.06,0.10486
28.065,0.0882
28.07,0.07252
28.075,0.05586
28.08,0.04018
28.085,0.02352
28.09,0.00784
28.095,-0.00882
28.1,-0.0245
28.105,-0.04116
28.11,-0.05684
28.115,-0.07252
28.12,-0.08918
28.125,-0.10486
28.13,-0.0882
28.135,-0.07056
28.14,-0.05292
28.145,-0.03528
28.15,-0.01764
28.155,0
28.16,0.01764
28.165,0.03528
28.17,0.05292
28.175,0.07056
28.18,0.0882
28.185,0.10486
28.19,0.07546
28.195,0.04508
28.2,0.01568
28.205,-0.0147
28.21,0.04214
28.215,0.098
28.22,0.15386
28.225,0.2107
28.23,0.26166
28.235,0.31262
28.24,0.36358
28.245,0.30478
28.25,0.24598
28.255,0.1862
28.26,0.09114
28.265,-0.0049
28.27,-0.10094
28.275,-0.196
28.28,-0.1911
28.285,-0.1862
28.29,-0.18228
28.295,-0.13328
28.3,-0.08428
28.305,-0.03528
28.31,0.01372
28.315,0.06174
28.32,0.07056
28.325,0.0784
28.33,0.08722
28.335,0.09506
28.34,0.1029
28.345,0.11172
28.35,0.11956
28.355,0.10976
28.36,0.09996
28.365,0.09016
28.37,0.08036
28.375,0.06958
28.38,0.05978
28.385,0.04998
28.39,0.04018
28.395,0.03038
28.4,0.02058
28.405,0.01078
28.41,0
28.415,-0.0098
28.42,-0.02058
28.425,-0.03136
28.43,-0.04214
28.435,-0.05292
28.44,-0.07448
28.445,-0.09702
28.45,-0.11858
28.455,-0.14112
28.46,-0.16268
28.465,-0.14112
28.47,-0.11858
28.475,-0.09702
28.48,-0.07448
28.485,-0.05292
28.49,-0.03038
28.495,-0.00882
28.5,0.01372
28.505,0.03528
28.51,0.05782
28.515,0.04704
28.52,0.03724
28.525,0.02744
28.53,0.01764
28.535,0.00686
28.54,-0.00294
28.545,-0.01274
28.55,-0.02254
28.555,-0.03332
28.56,-0.04312
28.565,-0.02156
28.57,0
28.575,0.02156
28.58,0.04312
28.585,0.05194
28.59,0.06076
28.595,0.06958
28.6,0.0784
28.605,0.08722
28.61,0.09604
28.615,0.10486
28.62,0.08036
28.625,0.05586
28.63,0.03038
28.635,0.00588
28.64,-0.0196
28.645,-0.02352
28.65,-0.02842
28.655,-0.03332
28.66,-0.03822
28.665,-0.02548
28.67,-0.01274
28.675,0
28.68,0.01274
28.685,0.02548
28.69,0.03822
28.695,0.02842
28.7,0.01764
28.705,0.00784
28.71,-0.00196
28.715,-0.01274
28.72,-0.02254
28.725,-0.03332
28.73,-0.04312
28.735,-0.03724
28.74,-0.03136
28.745,-0.02548
28.75,-0.0196
28.755,-0.01372
28.76,-0.00784
28.765,-0.00196
28.77,0.00392
28.775,0.0098
28.78,0.01568
28.785,0.02156
28.79,0.02744
28.795,0.03332
28.8,0.02744
28.805,0.02156
28.81,0.01568
28.815,0.0098
28.82,0.00392
28.825,-0.00196
28.83,-0.00882
28.835,-0.0147
28.84,-0.02058
28.845,-0.02646
28.85,-0.03234
28.855,-0.03822
28.86,-0.0441
28.865,-0.04998
28.87,-0.05586
28.875,-0.06174
28.88,-0.05194
28.885,-0.04214
28.89,-0.03234
28.895,-0.02254
28.9,-0.01176
28.905,-0.00196
28.91,0.00784
28.915,0.01764
28.92,0.02744
28.925,0.03822
28.93,0.04802
28.935,0.04998
28.94,0.05194
28.945,0.0539
28.95,0.05684
28.955,0.0588
28.96,0.06076
28.965,0.06272
28.97,0.06468
28.975,0.06664
28.98,0.0637
28.985,0.06076
28.99,0.05782
28.995,0.05488
29,0.05194
29.005,0.049
29.01,0.04606
29.015,0.04312
29.02,0.0392
29.025,0.03626
29.03,0.03332
29.035,0.0147
29.04,-0.00392
29.045,-0.02254
29.05,-0.04116
29.055,-0.05978
29.06,-0.0784
29.065,-0.09702
29.07,-0.11564
29.075,-0.13426
29.08,-0.15288
29.085,-0.1127
29.09,-0.07252
29.095,-0.03234
29.1,0.00784
29.105,0.04802
29.11,0.02842
29.115,0.0098
29.12,-0.0098
29.125,-0.02842
29.13,-0.02646
29.135,-0.02352
29.14,-0.02156
29.145,-0.0196
29.15,0.01078
29.155,0.04018
29.16,0.06958
29.165,0.09996
29.17,0.12936
29.175,0.10682
29.18,0.08428
29.185,0.06174
29.19,0.0392
29.195,0.01666
29.2,-0.00588
29.205,-0.02842
29.21,-0.05096
29.215,-0.0735
29.22,-0.09604
29.225,-0.09114
29.23,-0.08722
29.235,-0.0833
29.24,-0.07938
29.245,-0.07546
29.25,-0.07154
29.255,-0.06664
29.26,-0.03724
29.265,-0.00686
29.27,0.02254
29.275,0.05292
29.28,0.04214
29.285,0.03234
29.29,0.02254
29.295,0.01176
29.3,0.00196
29.305,-0.00882
29.31,-0.01862
29.315,-0.02842
29.32,-0.02842
29.325,-0.02842
29.33,-0.02842
29.335,-0.02842
29.34,-0.02842
29.345,-0.03528
29.35,-0.04116
29.355,-0.04704
29.36,-0.05292
29.365,-0.0588
29.37,-0.06566
29.375,-0.07154
29.38,-0.07742
29.385,-0.0833
29.39,-0.08918
29.395,-0.09604
29.4,-0.06076
29.405,-0.02646
29.41,0.00882
29.415,0.04312
29.42,0.02058
29.425,-0.00196
29.43,-0.02352
29.435,-0.04606
29.44,-0.0686
29.445,-0.09114
29.45,-0.11368
29.455,-0.13524
29.46,-0.15778
29.465,-0.1568
29.47,-0.15484
29.475,-0.15288
29.48,-0.1519
29.485,-0.14994
29.49,-0.14798
29.495,-0.12152
29.5,-0.09408
29.505,-0.06762
29.51,-0.04116
29.515,-0.01372
29.52,0.01274
29.525,0.04018
29.53,0.06664
29.535,0.05488
29.54,0.04312
29.545,0.03038
29.55,0.01862
29.555,0.00588
29.56,-0.00588
29.565,-0.01764
29.57,-0.03038
29.575,-0.04214
29.58,-0.05488
29.585,-0.06664
29.59,-0.0784
29.595,-0.09114
29.6,-0.06958
29.605,-0.049
29.61,-0.02744
29.615,-0.00588
29.62,0.0147
29.625,0.03626
29.63,0.05782
29.635,0.04704
29.64,0.03626
29.645,0.02548
29.65,0.01568
29.655,0.0049
29.66,-0.00588
29.665,-0.01666
29.67,-0.02646
29.675,-0.03724
29.68,-0.04802
29.685,-0.01274
29.69,0.02254
29.695,0.05782
29.7,0.09212
29.705,0.1274
29.71,0.16268
29.715,0.15288
29.72,0.14308
29.725,0.1323
29.73,0.1225
29.735,0.1127
29.74,0.1029
29.745,0.0931
29.75,0.08232
29.755,0.07252
29.76,0.06272
29.765,0.05292
29.77,0.06958
29.775,0.08722
29.78,0.10388
29.785,0.12152
29.79,0.13916
29.795,0.09898
29.8,0.05978
29.805,0.0196
29.81,-0.0196
29.815,-0.05978
29.82,-0.09898
29.825,-0.13916
29.83,-0.0882
29.835,-0.03822
29.84,0.01176
29.845,0.06174
29.85,0.1127
29.855,0.16268
29.86,0.1519
29.865,0.1421
29.87,0.13132
29.875,0.12054
29.88,0.11074
29.885,0.09996
29.89,0.08918
29.895,0.07938
29.9,0.0686
29.905,0.05782
29.91,0.04802
29.915,0.03724
29.92,0.02646
29.925,0.01568
29.93,0.00588
29.935,-0.0049
29.94,-0.02744
29.945,-0.05096
29.95,-0.0735
29.955,-0.09702
29.96,-0.11956
29.965,-0.10192
29.97,-0.08526
29.975,-0.06762
29.98,-0.05096
29.985,-0.03332
29.99,-0.01666
29.995,0.00098
30,0.01862
30.005,0.03528
30.01,0.05292
30.015,-0.00098
30.02,-0.05488
30.025,-0.10878
30.03,-0.16268
30.035,-0.14994
30.04,-0.1372
30.045,-0.12348
30.05,-0.11074
30.055,-0.098
30.06,-0.08526
30.065,-0.07252
30.07,-0.05978
30.075,-0.04606
30.08,-0.03332
30.085,-0.05488
30.09,-0.07546
30.095,-0.09702
30.1,-0.1176
30.105,-0.13916
30.11,-0.11662
30.115,-0.09506
30.12,-0.0735
30.125,-0.05096
30.13,-0.0294
30.135,-0.00784
30.14,0.0147
30.145,0.01568
30.15,0.01666
30.155,0.01764
30.16,0.01862
30.165,0.0196
30.17,0.02058
30.175,0.02156
30.18,0.02254
30.185,0.02352
30.19,0.08624
30.195,0.14798
30.2,0.2107
30.205,0.27244
30.21,0.33516
30.215,0.29302
30.22,0.25088
30.225,0.20972
30.23,0.16758
30.235,0.11172
30.24,0.05488
30.245,-0.00098
30.25,-0.05782
30.255,-0.04508
30.26,-0.03332
30.265,-0.02156
30.27,-0.0098
30.275,0.00196
30.28,0.0147
30.285,0.02646
30.29,0.03822
30.295,-0.01078
30.3,-0.05978
30.305,-0.1078
30.31,-0.1568
30.315,-0.2058
30.32,-0.1862
30.325,-0.16562
30.33,-0.14602
30.335,-0.12544
30.34,-0.10584
30.345,-0.08526
30.35,-0.06566
30.355,-0.04508
30.36,-0.02548
30.365,-0.0049
30.37,0.0147
30.375,0.0343
30.38,0.05488
30.385,0.07448
30.39,0.09506
30.395,0.11466
30.4,0.09702
30.405,0.07938
30.41,0.06174
30.415,0.0441
30.42,0.02646
30.425,0.00784
30.43,-0.0098
30.435,-0.00294
30.44,0.00392
30.445,0.01078
30.45,0.01764
30.455,0.0245
30.46,0.03136
30.465,0.03822
30.47,0.04508
30.475,0.05194
30.48,0.0588
30.485,0.06566
30.49,0.07252
30.495,0.07938
30.5,0.08722
30.505,0.09408
30.51,0.10094
30.515,0.07938
30.52,0.0588
30.525,0.03724
30.53,0.01666
30.535,-0.00392
30.54,-0.02548
30.545,-0.04606
30.55,-0.06664
30.555,-0.06566
30.56,-0.06468
30.565,-0.0637
30.57,-0.06272
30.575,-0.06174
30.58,-0.06076
30.585,-0.05978
30.59,-0.0588
30.595,-0.05782
30.6,-0.05684
30.605,-0.05586
30.61,-0.05488
30.615,-0.0539
30.62,-0.05292
30.625,-0.0637
30.63,-0.07448
30.635,-0.08526
30.64,-0.09604
30.645,-0.06272
30.65,-0.03038
30.655,0.00196
30.66,0.0343
30.665,0.06664
30.67,0.0392
30.675,0.01176
30.68,-0.01666
30.685,-0.0441
30.69,-0.07154
30.695,-0.098
30.7,-0.12446
30.705,-0.15092
30.71,-0.17738
30.715,-0.16464
30.72,-0.15288
30.725,-0.14112
30.73,-0.12936
30.735,-0.1176
30.74,-0.10486
30.745,-0.0931
30.75,-0.08134
30.755,-0.06958
30.76,-0.05782
30.765,-0.04508
30.77,-0.03332
30.775,-0.0294
30.78,-0.02548
30.785,-0.02156
30.79,-0.01862
30.795,-0.0147
30.8,0.0049
30.805,0.02352
30.81,0.04312
30.815,0.06174
30.82,0.08134
30.825,0.07546
30.83,0.06958
30.835,0.0637
30.84,0.05782
30.845,0.05194
30.85,0.04606
30.855,0.04018
30.86,0.0343
30.865,0.02842
30.87,0.01764
30.875,0.00686
30.88,-0.00392
30.885,-0.01568
30.89,-0.02646
30.895,-0.03724
30.9,-0.04802
30.905,-0.05978
30.91,-0.07056
30.915,-0.08134
30.92,-0.11074
30.925,-0.14112
30.93,-0.17052
30.935,-0.19992
30.94,-0.22932
30.945,-0.19306
30.95,-0.1568
30.955,-0.11956
30.96,-0.0833
30.965,-0.04606
30.97,-0.0098
30.975,0.01764
30.98,0.0441
30.985,0.07056
30.99,0.098
30.995,0.12446
31,0.11074
31.005,0.09702
31.01,0.08428
31.015,0.07056
31.02,0.05684
31.025,0.0441
31.03,0.03038
31.035,0.01666
31.04,0.00294
31.045,-0.0098
31.05,-0.02352
31.055,-0.03724
31.06,-0.05096
31.065,-0.0637
31.07,-0.07742
31.075,-0.09114
31.08,-0.07644
31.085,-0.06174
31.09,-0.04802
31.095,-0.03332
31.1,-0.0196
31.105,-0.0049
31.11,-0.03528
31.115,-0.06566
31.12,-0.09604
31.125,-0.12642
31.13,-0.1568
31.135,-0.1862
31.14,-0.17542
31.145,-0.16366
31.15,-0.15288
31.155,-0.14112
31.16,-0.13034
31.165,-0.11858
31.17,-0.1078
31.175,-0.09604
31.18,-0.08526
31.185,-0.0735
31.19,-0.06272
31.195,-0.05096
31.2,-0.04018
31.205,-0.02842
31.21,-0.04116
31.215,-0.0539
31.22,-0.06664
31.225,-0.07938
31.23,-0.09212
31.235,-0.10486
31.24,-0.0833
31.245,-0.06174
31.25,-0.04116
31.255,-0.0196
31.26,-0.0196
31.265,-0.0196
31.27,-0.0196
31.275,-0.02058
31.28,-0.02058
31.285,-0.02058
31.29,-0.02156
31.295,-0.02156
31.3,-0.02156
31.305,-0.02254
31.31,-0.02254
31.315,-0.02254
31.32,-0.02254
31.325,-0.02352
31.33,-0.02352
31.335,-0.02352
31.34,0.0147
31.345,0.05292
31.35,0.09114
31.355,0.12936
31.36,0.16758
31.365,0.1617
31.37,0.15582
31.375,0.14994
31.38,0.14406
31.385,0.13818
31.39,0.1323
31.395,0.12642
31.4,0.12054
31.405,0.11466
31.41,0.1078
31.415,0.10192
31.42,0.09506
31.425,0.0882
31.43,0.08134
31.435,0.07546
31.44,0.0686
31.445,0.06174
31.45,0.05488
31.455,0.049
31.46,0.04214
31.465,0.03528
31.47,0.02842
31.475,0.02156
31.48,0.0147
31.485,0.00686
31.49,0
31.495,-0.0147
31.5,-0.02842
31.505,-0.04312
31.51,-0.05782
31.515,-0.02352
31.52,0.0098
31.525,0.04312
31.53,0.07644
31.535,0.10976
31.54,0.14308
31.545,0.17738
31.55,0.15974
31.555,0.14308
31.56,0.12544
31.565,0.10878
31.57,0.09114
31.575,0.07448
31.58,0.05782
31.585,0.06762
31.59,0.0784
31.595,0.0882
31.6,0.09898
31.605,0.10878
31.61,0.11956
31.615,0.08036
31.62,0.04018
31.625,0.00098
31.63,-0.0392
31.635,-0.0784
31.64,-0.11858
31.645,-0.15778
31.65,-0.14308
31.655,-0.12838
31.66,-0.11368
31.665,-0.09898
31.67,-0.0833
31.675,-0.0686
31.68,-0.0539
31.685,-0.0392
31.69,-0.0245
31.695,-0.0098
31.7,-0.02254
31.705,-0.03626
31.71,-0.049
31.715,-0.06174
31.72,-0.0539
31.725,-0.04508
31.73,-0.03626
31.735,-0.02842
31.74,-0.0196
31.745,-0.01078
31.75,-0.00294
31.755,0.00588
31.76,0.0147
31.765,0.01862
31.77,0.02254
31.775,0.02646
31.78,0.03038
31.785,0.03528
31.79,0.0392
31.795,0.04312
31.8,0.05194
31.805,0.06076
31.81,0.06958
31.815,0.0784
31.82,0.08722
31.825,0.09604
31.83,0.10486
31.835,0.0735
31.84,0.04116
31.845,0.00882
31.85,-0.02352
31.855,-0.05586
31.86,-0.08722
31.865,-0.11956
31.87,-0.1029
31.875,-0.08624
31.88,-0.06958
31.885,-0.05292
31.89,-0.03724
31.895,-0.02058
31.9,-0.00392
31.905,0.01274
31.91,0.0294
31.915,0.04606
31.92,0.06272
31.925,0.07938
31.93,0.09604
31.935,0.08526
31.94,0.07448
31.945,0.06468
31.95,0.0539
31.955,0.0441
31.96,0.03332
31.965,0.04116
31.97,0.04802
31.975,0.03332
31.98,0.0098
31.985,-0.0147
31.99,-0.03822
31.995,-0.06174
32,-0.08624
32.005,-0.10976
32.01,-0.07546
32.015,-0.04018
32.02,-0.00588
32.025,0.0294
32.03,0.06468
32.035,0.09898
32.04,0.13426
32.045,0.12544
32.05,0.11662
32.055,0.10878
32.06,0.09996
32.065,0.09114
32.07,0.0833
32.075,0.07448
32.08,0.06566
32.085,0.05782
32.09,0.07644
32.095,0.09604
32.1,0.11466
32.105,0.13426
32.11,0.11172
32.115,0.08918
32.12,0.06664
32.125,0.0441
32.13,0.02156
32.135,-0.00098
32.14,-0.02352
32.145,-0.04606
32.15,-0.0686
32.155,-0.09114
32.16,-0.09114
32.165,-0.09212
32.17,-0.0931
32.175,-0.0931
32.18,-0.09408
32.185,-0.09408
32.19,-0.09506
32.195,-0.09604
32.2,-0.09604
32.205,-0.09702
32.21,-0.09702
32.215,-0.098
32.22,-0.09898
32.225,-0.09898
32.23,-0.09996
32.235,-0.10094
32.24,-0.1176
32.245,-0.13426
32.25,-0.15092
32.255,-0.16758
32.26,-0.147
32.265,-0.1274
32.27,-0.1078
32.275,-0.08722
32.28,-0.06762
32.285,-0.04704
32.29,-0.02744
32.295,-0.00784
32.3,0.01274
32.305,0.03234
32.31,0.05292
32.315,0.04018
32.32,0.02744
32.325,0.0147
32.33,0.00196
32.335,-0.01078
32.34,-0.02352
32.345,-0.03626
32.35,-0.049
32.355,-0.06076
32.36,-0.0735
32.365,-0.08624
32.37,-0.09898
32.375,-0.11172
32.38,-0.12446
32.385,-0.09114
32.39,-0.05782
32.395,-0.02352
32.4,0.0098
32.405,0.04312
32.41,0.05488
32.415,0.06664
32.42,0.07938
32.425,0.09114
32.43,0.0784
32.435,0.06566
32.44,0.05292
32.445,0.04018
32.45,0.02744
32.455,0.01568
32.46,0.00294
32.465,-0.0098
32.47,-0.02254
32.475,-0.03528
32.48,-0.04802
32.485,-0.04802
32.49,-0.04802
32.495,-0.04802
32.5,-0.04802
32.505,-0.04802
32.51,-0.04802
32.515,-0.04802
32.52,-0.04214
32.525,-0.03626
32.53,-0.03136
32.535,-0.02548
32.54,-0.0196
32.545,-0.0147
32.55,-0.02646
32.555,-0.03724
32.56,-0.049
32.565,-0.06076
32.57,-0.07252
32.575,-0.08428
32.58,-0.09604
32.585,-0.08526
32.59,-0.07546
32.595,-0.06468
32.6,-0.05488
32.605,-0.0441
32.61,-0.0343
32.615,-0.02352
32.62,-0.01372
32.625,-0.00294
32.63,0.00686
32.635,0.01666
32.64,0.02744
32.645,0.03724
32.65,0.04802
32.655,0.04018
32.66,0.03234
32.665,0.0245
32.67,0.01764
32.675,0.0098
32.68,0.00196
32.685,-0.00588
32.69,-0.01372
32.695,-0.02058
32.7,-0.02842
32.705,-0.04018
32.71,-0.05194
32.715,-0.06272
32.72,-0.07448
32.725,-0.08624
32.73,-0.08232
32.735,-0.07938
32.74,-0.07546
32.745,-0.07154
32.75,-0.0686
32.755,-0.06468
32.76,-0.06076
32.765,-0.05782
32.77,-0.0539
32.775,-0.04998
32.78,-0.04704
32.785,-0.04312
32.79,-0.0392
32.795,-0.03626
32.8,-0.03234
32.805,-0.02842
32.81,-0.03528
32.815,-0.04214
32.82,-0.049
32.825,-0.05586
32.83,-0.06272
32.835,-0.06958
32.84,-0.07644
32.845,-0.0637
32.85,-0.05096
32.855,-0.03822
32.86,-0.0245
32.865,-0.01176
32.87,0.00098
32.875,0.01372
32.88,0.02646
32.885,0.04018
32.89,0.05292
32.895,0.04508
32.9,0.03822
32.905,0.03136
32.91,0.02352
32.915,0.01666
32.92,0.0098
32.925,0.00196
32.93,-0.0049
32.935,0.01274
32.94,0.03038
32.945,0.04802
32.95,0.06566
32.955,0.0833
32.96,0.10094
32.965,0.09016
32.97,0.07938
32.975,0.0686
32.98,0.05782
32.985,0.04704
32.99,0.03626
32.995,0.02548
33,0.0147
33.005,0.0196
33.01,0.02548
33.015,0.03136
33.02,0.03626
33.025,0.04214
33.03,0.04802
33.035,0.04116
33.04,0.03528
33.045,0.02842
33.05,0.02254
33.055,0.01568
33.06,0.0098
33.065,0.02254
33.07,0.03528
33.075,0.04802
33.08,0.06076
33.085,0.0735
33.09,0.08624
33.095,0.09898
33.1,0.11172
33.105,0.12446
33.11,0.09996
33.115,0.07448
33.12,0.04998
33.125,0.02548
33.13,0.00098
33.135,-0.02352
33.14,-0.0343
33.145,-0.0441
33.15,-0.0539
33.155,-0.06468
33.16,-0.07448
33.165,-0.08428
33.17,-0.09506
33.175,-0.10486
33.18,-0.11466
33.185,-0.1323
33.19,-0.15092
33.195,-0.16856
33.2,-0.1862
33.205,-0.14602
33.21,-0.10584
33.215,-0.06566
33.22,-0.0245
33.225,0.01568
33.23,0.05586
33.235,0.09604
33.24,0.13622
33.245,0.17738
33.25,0.15386
33.255,0.13132
33.26,0.1078
33.265,0.08526
33.27,0.06174
33.275,0.0392
33.28,0.01666
33.285,-0.00686
33.29,-0.0294
33.295,-0.05292
33.3,-0.03234
33.305,-0.01176
33.31,0.00882
33.315,0.0294
33.32,0.04998
33.325,0.06958
33.33,0.09016
33.335,0.11074
33.34,0.13132
33.345,0.1519
33.35,0.17248
33.355,0.13328
33.36,0.09408
33.365,0.05488
33.37,0.01568
33.375,-0.02352
33.38,-0.06272
33.385,-0.10192
33.39,-0.14112
33.395,-0.18032
33.4,-0.21952
33.405,-0.25872
33.41,-0.19306
33.415,-0.12838
33.42,-0.06272
33.425,0.00196
33.43,0.06664
33.435,0.14014
33.44,0.21364
33.445,0.28714
33.45,0.2695
33.455,0.25088
33.46,0.23324
33.465,0.2156
33.47,0.16562
33.475,0.11662
33.48,0.06664
33.485,0.01764
33.49,-0.03234
33.495,-0.08134
33.5,-0.13034
33.505,-0.18032
33.51,-0.22932
33.515,-0.18522
33.52,-0.14014
33.525,-0.09604
33.53,-0.05096
33.535,-0.00686
33.54,0.03822
33.545,0.0833
33.55,0.1274
33.555,0.17248
33.56,0.13328
33.565,0.09408
33.57,0.05488
33.575,0.01568
33.58,-0.02352
33.585,-0.04802
33.59,-0.07154
33.595,-0.09604
33.6,-0.11956
33.605,-0.10878
33.61,-0.098
33.615,-0.08722
33.62,-0.07644
33.625,-0.06566
33.63,-0.05488
33.635,-0.0441
33.64,-0.03332
33.645,-0.02254
33.65,-0.01176
33.655,-0.00098
33.66,0.0098
33.665,0.02058
33.67,0.03136
33.675,0.04214
33.68,0.05292
33.685,0.04214
33.69,0.03234
33.695,0.02254
33.7,0.01176
33.705,0.00196
33.71,-0.00882
33.715,-0.01862
33.72,-0.02842
33.725,-0.0196
33.73,-0.0098
33.735,0
33.74,0.0098
33.745,0.0196
33.75,0.02842
33.755,0.03822
33.76,0.04802
33.765,0.04312
33.77,0.0392
33.775,0.03528
33.78,0.03038
33.785,0.02646
33.79,0.02254
33.795,0.01764
33.8,0.01372
33.805,0.0098
33.81,0.00784
33.815,0.00686
33.82,0.0049
33.825,0.00294
33.83,0.00196
33.835,0
33.84,-0.00196
33.845,-0.00294
33.85,-0.0049
33.855,0.00882
33.86,0.02156
33.865,0.0343
33.87,0.04802
33.875,0.04606
33.88,0.0441
33.885,0.04214
33.89,0.0392
33.895,0.03724
33.9,0.03528
33.905,0.03332
33.91,0.03528
33.915,0.03626
33.92,0.03822
33.925,0.04018
33.93,0.04116
33.935,0.04312
33.94,0.04508
33.945,0.04606
33.95,0.04802
33.955,0.03822
33.96,0.02842
33.965,0.0196
33.97,0.0098
33.975,0
33.98,-0.0098
